たちかへり われさへたとる こころかな なにをしるへに おもひそむらむ
たちかへる あまのかはなみ ふくかせの みにしむはかり つらきけふかな
たちかへる くものかよひち よそなから したふもしらし はるのかりかね
たちかへる くもゐのつきも かけそへて にはひうつろふ やまあゐのそて
たちかへる こころそつらき さくらはな ちるをはみしと おもひしものを
たちかへる つきひやいつを まつらふね ゆくへもなみの ちへにへたてて
たちかへる はるのしるしは かすみしく おとはのやまの ゆきのむらきえ
たちかへる ひとをもなにか うらみまし こひしさをたに ととめさりせは
たちかへる やまちもふかき しらつゆの おくるるそては ぬれまさりけり
たちかへる をのへのくもに さそはれて またやまめくる ゆふしくれかな
たちこむる あさけのきりの そのままに くもりてくるる あきのそらかな
たちこむる きりのまかきの あさあけに にはのまはきの はなそしをるる
たちこむる せきちもしらぬ ゆふきりに なほふきこゆる すまのあきかせ
たちこめて ひかけへたつる ほとはかり きりのまかきに のこるあさかほ
たちしより はれすもものを おもふかな なきなやのへの かすみなるらむ
たちそひて それともみはや おとにきく むろのやしまの ふかきけふりを
たちそむる からすひとこゑ なきすきて はやししつかに あくるしののめ
たちそめし ときはうかりし ふちころも またぬきかふる はてそかなしき
たちなから きてたにみせよ をみころも あかぬむかしの わすれかたみに
たちならふ かけやなからむ よろつよの のちまててらす のりのともしひ
たちならふ まつのこのまに みえそめて やまのはつかに つきそほのめく
たちなるる くもゐのはなを おもはすは よしののおくに はるやくらさむ
たちなれし かたならねとも わすれぬは よそにみはしの はなのおもかけ
たちなれて おもへはこひし ここのへの みゆきのにはの はなのしたかけ
たちぬはぬ きぬきしひとも なきものを なにやまひめの ぬのさらすらむ
たちぬるる そてこそほさね ほとときす いまもつれなき もりのしつくに
たちのこす こすゑもみえす やまさくら はなのあたりに かかるしらくも
たちのほる くももおよはぬ ふしのねに けふりをこめて かすむはるかな
たちのほる けふりにしるし やまふかみ すむらむひとの こころほそさは
たちのほる けふりもくもに なりにけり むろのやしまの さみたれのころ
たちのほる けふりをたにも みるへきに かすみにまかふ はるのあけほの
たちのほる つきのたかねの ゆふあらし とまらぬくもを なほはらふなり
たちのほる ふしのけふりの ゆくへとも こころそらなる みのおもひかな
たちはなに あやめのまくら にほふよそ むかしをしのふ かきりなりける
たちはなの かけふむみちは むかしにて そてのかのこる よよのふるさと
たちはなの かをりすすしく かせたちて のきはにはるる ゆふくれのあめ
たちはなの そてのかはかり むかしにて うつりにけりな ふるきみやこは
たちはなの にほひはかりや ふるさとの のきはにくちぬ かたみなるらむ
たちはなの にほふあたりの うたたねは ゆめもむかしの そてのかそする
たちはなの はなちるさとの ほとときす かたこひしつつ なかぬひもなし
たちはなの はなのやととふ ほとときす かれなていまも むかしこふなり
たちはなの やとりをとはは ほとときす われにむかしの ことかたらなむ
たちはなは たかそてのかと わかねとも おいのねさめそ むかしこひしき
たちはなれ さはへになるる はるこまは おのかかけをや ともとみるらむ
たちまかふ いろもにほひも ひとつにて はなにへたてぬ みねのしらくも
たちまかふ かたこそなけれ ふしのねや たえぬおもひに くゆるけふりは
たちまよふ あさまのやまの みねのくも けふりをひとの みやはとかめむ
たちまよふ みなとのきりの あけかたに まつはらみえて つきそのこれる
たちもらす をのへのきりの たえまたに なほかけうすき ありあけのつき
たちよらは かけふむはかり ちかけれと たれかなこその せきをすゑけむ
たちよらむ かたもしられす うつせみの むなしきとこの なみのさわきに
たちよりて うめのにほひを かりころも そてにうつさむ ひとなとかめそ
たちよりて なかなかいまや うつさまし そてふれさりし のきのたちはな
たちよれは すすしかりけり みつとりの あをはのやまの まつのゆふかせ
たちよれは つきにそみゆる かかみやま しのふみやこの よはのおもかけ
たちわかれ いつれみやこの さかひとも しらぬやまちに かかるしらくも
たちわかれ はるかにいきの まつほとは ちとせをすくす ここちせむかも
たちわかれ みやこをしのふ くさまくら むすふはかりの ゆめたにもなし
たちわたる かすみのうへの やまかせに なほそらさむく ゆきはふりつつ
たちわたる かすみへたてて かへるやま きてもとまらぬ はるのかりかね
たつたかは あきにしなれは やまちかみ なかるるみつも もみちしにけり
たつたかは いはこすなみの こほるかと またきなきなの つきにみゆらむ
たつたかは いろくれなゐに なりにけり やまのもみちそ いまはちるらし
たつたかは くれなゐくくる あきのみつ いろもなかれも そてのほかかは
たつたかは こほりのうへに かけてけり かみよもきかぬ ゆきのしらゆふ
たつたかは ちらぬもみちの かけみえて くれなゐこゆる せせのしらなみ
たつたかは にしきおりかく かみなつき しくれのあめを たてぬきにして
たつたかは みつのあきをや いそくらむ もみちをさそふ みねのあらしに
たつたかは みむろのきしの ふるやなき いかにのこりて はるをしるらむ
たつたかは もみちなかれて ゆくあきの つひによるせや いつくなるらむ
たつたかは もみちはなかる みよしのの よしののやまに さくらはなさく
たつたかは もみちをみつの みかさとや うつるもふかき いろにみゆらむ
たつたひめ いまやこすゑの からにしき おりはへあきの いろそしくるる
たつたひめ くものころもの うすもみち またおりあへぬ にしきとそみる
たつたひめ たむくるかみの あれはこそ あきのこのはの ぬさとちるらめ
たつたひめ わかるるあきの みちすから もみちのぬさを おくるやまかせ
たつたやま あきゆくひとの そてをみよ ききのこすゑは しくれさりけり
たつたやま あらしやみねに よわるらむ わたらぬみつも にしきたえけり
たつたやま いまはこのはも かみなつき しくれにそへて ふりまさるなり
たつたやま こすゑのもみち あきくれて つれなきまつに なほしくるなり
たつたやま このはいろつく ほとはかり しくれにそはぬ あきかせもかな
たつたやま しくれのあめの たてぬきに そめしもみちや にしきなるらむ
たつたやま ひとむらすくる むらさめの あとはちしほの もみちしてけり
たつたやま まつのむらたち なかりせは いつくかのこる みとりならまし
たつたやま みねのにしきも なかたえぬ まつをのこして そむるもみちは
たつたやま ゆふこえくれぬ おほともの みつのとまりに ふねやまつらむ
たつたやま ゆふつけとりの なくなくそ とこはくさはの つゆときえにし
たつたやま よはにあらしの まつふけは くもにはうとき みねのつきかけ
たつなみの おとはのこりて おきつかせ ふけひのうらに こほるつきかけ
たつぬとも おもはていりし おくやまの いほもるはなを ひとりこそみれ
たつぬへき ともこそなけれ やまかけや ゆきとつきとを ひとりみれとも
たつぬへき ほとこそいとと いそかるれ かつかつみする にはのもみちは
たつぬれは ことわりはなし とにかくに ひとのなけきを わかうれへつつ
たつぬれは そこともみえす ははききの ありとはかりに まよひけるかな
たつねいる おなしみちにと いそきてそ ころものいろも おもひそめにし
たつねいる かへさはおくれ ほとときす たれゆゑくらす やまちとかしる
たつねいる みちとはきけと のりのかと ひらけぬものは こころなりけり
たつねいる みねもくもゐの やまさくら おほみやひとや かさしをるらむ
たつねいる みやまのおくの かくれかは よのうきことや しるへなるらむ
たつねいる よしののおくの さくらはな にほひもふかく なりまさりけり
たつねきて あかぬこころに まかせなは ちとせやはなの かけにすくさむ
たつねきて かけをこそみれ おほはらの おほろのしみつ すまはすむやと
たつねきて くもはまかはぬ このもとに いかてさくらの ゆきとちるらむ
たつねきて けふもやまちに くれにけり こころつくしの ほとときすかな
たつねきて たをるさくらの あさつゆに はなのたもとの ぬれぬひそなき
たつねきて はなさくそのに いりしより おなしにほひの はるかせそふく
たつねきて ひとのわけけむ しらつゆの やかてそてにも かかりぬるかな
たつねきて まことのみちに あひぬるも まよふこころそ しるへなりける
たつねきて みすはたかねの さくらはな けふもくもとそ なほおもはまし
たつねきて むかしをとへは やまさとの はなのしつくも なみたなりけり
たつねくる はなもちりなは やまさとは いととひとめや かれむとすらむ
たつねくる ひとはおとせて みわのやま すきのこすゑの ゆきのしたをれ
たつねくる ひともあらなむ としをへて わかふるさとの すすむしのこゑ
たつねくる ふるさとひとの かへるさは わかこころさへ とまらさりけり
たつねこし しるへもあたに おもはねと さそふそつらき はなのしたかせ
たつねこぬ さきにはちらて やまさくら みるをりにしも ゆきとふるらむ
たつねすて けふもくれなは もみちはを さそふあらしの かせやふきなむ
たつねすは かひなからまし いにしへの よよのかしこき ひとのたまつさ
たつねつつ けふみさりせは さくらはな ちりにけりとや よそにきかまし
たつねつる くもよりたかき やまこえて またうへもなき はなをみるかな
たつねつる はなのあたりに なりにけり にほふにしるし はるのやまかせ
たつねつる はなはかきりも なかりけり なほやまふかく かかるしらくも
たつねつる やとはかすみに うつもれて たにのうくひす ひとこゑそする
たつねつる われをやはなも まちつらむ いまそさやかに にほひましける
たつねてそ はなとしりぬる はつせやま かすみのおくに みゆるしらくも
たつねても あとはかくても みつくきの ゆくへもしらぬ むかしなりけり
たつねても いろをそふへき みならねは とふにつけてや はなもやつれむ
たつねても きくへきものを ほとときす ひとたのめなる よはのひとこゑ
たつねても たれかはわかむ よしのやま はなよりはなの おくのしらくも
たつねても とはるるほとの あともなし ひとはかれにし にはのよもきふ
たつねても わすれぬつきの かけそとふ よもきかにはの つゆのふかさを
たつねはや いはてのやまの たにみつも おとたてつへき さみたれのころ
たつねはや しのふのおくの さくらはな かせにしられぬ いろやのこると
たつねはや しのふのやまの ほとときす こころのおくの ことやかたると
たつねはや みねのしらくも はれやらて それともみえぬ やまさくらかな
たつねみむ けふもしくれは しからきの とやまのもみち いろやまさると
たつねみよ わかのうらちの ともちとり たちはなれゆく あとはいかにと
たつねゆく やまへにかかる しらくもの はれぬにしるし はなさかりとは
たつねゆく わかのうらちの はまちとり あとあるかたに みちしるへせよ
たつのすむ いつぬきかはの しきなみに なほたちまさる みよのかすかな
たつのねの きこゆるたゐに いほりして われたひなりと いもにつけこせ
たつひより はなとみよとて よしのやま ゆきのこすゑに はるやきぬらむ
たてそむる あしのしのやの ゆふけふり やかてひまなき おもひにそたく
たとふへき かたこそなけれ まつかえに ゆふきりわたる あまのはしたて
たとふれは つゆもひさしき よのなかに いとかくものを おもはすもかな
たとへても いはむかたなし つきかけに うすくもかけて ふれるしらゆき
たなはたに かしつるいとの うちはへて としのをなかく こひやわたらむ
たなはたに けさひくいとの つゆおもみ たわむけしきを みてややみなむ
たなはたに こころをかして なけくかな あけかたちかき あまのかはかせ
たなはたに ころももぬきて かすへきに ゆゆしとやみむ すみそめのそて
たなはたに にたるものかな をみなへし あきよりほかに あふときもなし
たなはたに はなそめころも ぬきかせは あかつきつゆの かくすなりけり
たなはたの あかぬわかれの かへるさに いまこむとしを またちきるらむ
たなはたの あかぬわかれも ゆゆしきを けふしもなとか きみかきませる
たなはたの あひてわかるる なけきをも きみゆゑけさそ おもひしりぬる
たなはたの あふせのなとか まれならむ けふひくいとの たえぬものから
たなはたの あふよのかすの わひつつも くるつきことの なぬかなりせは
たなはたの あまつひれふく あきかせに やそのふなつを みふねいつらし
たなはたの あまのかはなみ たちかへり このくれはかり いかてわたさむ
たなはたの あまのとわたる こよひさへ をちかちひとの つれなかるらむ
たなはたの あまのはころも かさねても あかぬちきりや なほむすふらむ
たなはたの いほはたころも おくつゆに ぬれてかさぬる あきはきにけり
たなはたの いほはたころも まれにきて かさねもあへぬ つまやうらみむ
たなはたの かへるあしたの あまのかは ふねもかよはぬ なみもたたなむ
たなはたの きのふわかれし そてよりも あくれはけさそ わひしかりける
たなはたの くものころもの きぬきぬに かへるさつらき あまのかはなみ
たなはたの くものころもを ふくかせに そてのわかれは たちもとまらす
たなはたの こころのうちや いかならむ まちこしけふの ゆふくれのそら
たなはたの こひもうらみも いかにして ひとよのほとに いひつくすらむ
たなはたの ころものつまは こころして ふきなかへしそ あきのはつかせ
たなはたの ちきりはあきの なのみして またみしかよは あふほとやなき
たなはたの ちきるそのよは とほくとも ふみみきといへ かささきのはし
たなはたの つゆのちきりの たまかつら いくあきかけて むすひおくらむ
たなはたの とわたるふねの かちのはに いくあきかきつ つゆのたまつさ
たなはたの なみたやそへて かへすらむ わかころもての けさはつゆけき
たなはたの ふなのりすらし あまのかは きよきつきよに くもたちわたる
たなはたの まれにあふせも としふれは わたりやなるる あまのかはなみ
たなはたの わかれしひより あきかせの よことにさむく なりまさるかな
たなはたは あまのかはらを ななかへり のちのみそかを みそきにはせよ
たなはたは うきておもひや まさるらむ たつかはきりの けさのわかれに
たなはたは おもひしらなむ あまのかは いそくわたりに ふねをかしつる
たなはたは そらにしるらむ ささかにの いとかくはかり まつるこころを
たなはたは またこむあきも たのむらむ あふよもしらぬ みをいかにせむ
たなはたも あはれとやみる としをへて かすてふいとの なからふるみを
たなはたを なにかうらやむ あふことの まれなるほとは おとりしもせし
たなはたを わたしてのちは あまのかは なみたかきまて かせもふかなむ
たにかけに あらはれそむる うくひすの おなしふるすに ねこそなかるれ
たにかけや いはまをせはみ ゆくみつの わきかへるとも しるひとそなき
たにかけや ねのひにもるる いはねまつ たれにひかれて はるをしらまし
たにかせに くもこそのほれ しなのちや きそのみさかの ゆふたちのそら
たにかせの みにしむことに ふるさとの このもとをこそ おもひやりつれ
たにかはに ゆくせのはなは かへらねと おのかふるすに うくひすそなく
たにかはの いはまにもれし やまみつの またはいかなる せによとむらむ
たにかはの このはかくれの うもれみつ なかるるもゆく したたるもゆく
たにかはの なかれしきよく すみぬれは くまなきつきの かけもうかひぬ
たにかはの なかれはあめと きこゆれと ほかよりはるる ありあけのつき
たにかはの みかけにおふる やますけの やますもひとに こひわたるかな
たにかはの よとみをむすふ こほりこそ みるひとはなき かかみなりけれ
たにかはや むすふこほりの したむせひ なかれもやらぬ おともさむけし
たにさむみ いまたすたたぬ うくひすの なくこゑわかみ ひとのすさへぬ
たにのとは またあけやらす おもふらむ たかきみねには ひかけさすなり
たにのとを とちやはてつる うくひすの まつにおとせて はるのくれぬる
たにのみつ みねのあらしを しのひきて のりのたききに あふそうれしき
たにふかき くさのいほりの さひしきは くものとさしの あけかたのそら
たにふかき まつのしつえに ふきとめて みやまのあらし こゑしつむなり
たにふかみ たつるけふりの ひとすちに おもひはなるる うきよとをしれ
たにふかみ みつかけくさの したつゆや しられぬこひの なみたなるらむ
たにふかみ ゆきのふるみち あとたえて つもれるとしを しるひとそなき
たねくちて ほとけのみちに きらはれし ひとをもすてぬ のりとこそきけ
たねまきし わかなてしこの はなさかり いくあさつゆの おきてみつらむ
たのましと おもはむとては いかかせむ ゆめよりほかに あふよなけれは
たのましと おもふこころは こころにて くれゆくそらの またいそかるる
たのましな あふにかへむと ちきるとも いまいくほとの おいのいのちは
たのましな いのちもしらぬ よのなかに ひとのちきりは まことなりとも
たのましな うつろひぬへき しらきくの しもまつほとの ちきりはかりは
たのましな かせのままなる はなすすき こころとまねく たもとならねは
たのましな そこのこころを しらぬまの うきみにふかき おもひありとも
たのましよ ゆめのたたちの とこのやま いさやわすれぬ ちきりなりとも
たのますは ちきりのすゑも つらからし なとうたかはぬ こころなりけむ
たのますよ またあふことも かたのなる あまのかはらの とほきわたりは
たのまむと おもふにつけて いつはりの あるよそつらき ひとのことのは
たのまれぬ うきよのなかを なけきつつ ひかけにおふる みをいかにせむ
たのまれぬ こころのいろと うらみこし ことのはにさへ あきかせそふく
たのまれぬ はなのこころと おもへはや ちらぬさきより うくひすのなく
たのまれぬ ゆめもまことの あるよそと あひみていつか ひとにかたらむ
たのみける こころとひとの しるはかり いつはりをたに まつときかれむ
たのみこし のりのみふねの つなてなは ひくひともなき あとのかなしさ
たのみつつ くらせるよひも ねられねは おいのむかしに あふゆめそなき
たのみつる こころのいろの あとみえて ゆきにしらるる きみかことのは
たのむかな はるときみとし まちかくは みつはよつはの ちよのとなりを
たのむかな わかみなもとの いはしみつ なかれのすゑを かみにまかせて
たのむそよ あすはのみやに さすしはの しはしかほとも みねはこひしき
たのむそよ いつつのさはり ふかくとも すてぬほとけの ちかひひとつを
たのむそよ かみのみかきの ひとよまつ まつにかひある いろをみるにも
たのむそよ さきたつひとに ちきりてし おなしはちすの はなのなかはを
たのむそよ にほのうきすの うきなから したのかよひの たえぬはかりを
たのむとや いのれはかみも おもふらむ うきつれなさに まけぬこころを
たのむへき かたこそなけれ やまのゐの そこのこころを くみてしるにも
たのむへき かみとあらはれ みとなれり おほろけならぬ ちきりなるへし
たのむへき たかたまつさは なけれとも そらにまたるる はつかりのこゑ
たのむへき みにはあらねと ゆくすゑの あらましにこそ しはしなくさめ
たのむらむ しるへもいさや ひとつよの わかれにたにも まとふこころは
たのむるを いのちになして すくすみは いつはりかとも よしやおもはし
たのむれと こころかはりて かへりこは これそやかての わかれなるへき
たのめおく かことはかりに あつまちの みちのはてまて おもひこそやれ
たのめおく たかまことより ゆふくれの またるるものに おもひそめけむ
たのめおく ときとはなしに ほとときす ゆふへはわきて なほまたるらむ
たのめおく ひとのちきりそ ありはてぬ いのちまつまも うたかはれける
たのめおく ふるさとひとの あともなし ふかきこのはの しものしたみち
たのめこし あさちかすゑに あきくれて いまはのつゆを そてにかけつつ
たのめこし きのふのさくら ふりぬとも とははやあすの ゆきのこのもと
たのめこし ことのはいまは かへしてむ わかみふるれは おきところなし
たのめこし のへのみちしは なつふかし いつくなるらむ もすのくさくき
たのめこし ひとのたまつさ いまはとて かへすににたる はるのかりかね
たのめしは こよひもいかに なりぬらむ ふけぬるものを やまのはのつき
たのめしは よよのちきりに なりはてて かたみのつきそ そてにのこれる
たのめしも わすれぬものを ありあけの つきやつれなき かたみなるらむ
たのめしを まつよのあめの あけかたに をやむしもこそ つらくきこゆれ
たのめすは おもひたえても やみなまし なになかなかの なさけなるらむ
たのめすは なかなかよにも なからへて ひさしくものは おもはさらまし
たのめすは ひとをまつちの やまなりと ねなましものを いさよひのつき
たのめたる ひとはなけれと あきのよは つきみてぬへき ここちこそせね
たのめつつ きみかこぬよの ころもてや まちかねやまの しつくなるらむ
たのめつつ こぬとしつきを かさぬれは くちせぬちきり いかかたのまむ
たのめつつ こぬよにかねて ならはすは けふやつらさの はしめならまし
たのめつつ こぬよはふとも ひさかたの つきをはひとの まつといへかし
たのめつつ こぬをつらさの かきりとて またしとおもふ ゆふくれもなし
たのめつつ まつよむなしき うたたねを しらてやとりの おとろかすらむ
たのめても いかかとおもふ よひのまの あめにそいとと まちよわりぬる
たのめても こぬひとをまつ ゆふくれに こころをつくす いりあひのかね
たのめても こぬよむなしく あけゆくや うきいつはりの かきりなるらむ
たのめても はるけかるへき かへるやま いくへのくもの したにまつらむ
たのめても むなしくふくる ほとみえて よそなるつきの かけさへそうき
たのめとや いなとやいかに いなふねの しはしとまちし ほともへにけり
たのめとや くるをもいまは またぬみの ころもにかかる ささかにのいと
たのめぬを こぬよのかすと いひなして わかいつはりに またやかこたむ
たのめぬを われのみまちて ほとときす つれなきものと いひやなすへき
たのめねは こぬよひよひを いつはりと うらむるまての ことのはもなし
たのめはそ かはるもつらき かねてより なといつはりと おもはさりけむ
たのもしき ちかひたかへて もろひとの まつためしには なれをひかせむ
たのもしな いのるにつけて くもりなき ひよしのかけに みちそまよはぬ
たのもしな ののみやひとの ううるはな しくるるつきに あへすなるとも
たのもしな ひかりをちりに ましへつつ あとをたるてふ くにつもろかみ
たひころも あかつきふかく たちにけり はるかにきても あふひとそなき
たひころも あさたつひとは たゆむなり きりにくもれる あけくれのそら
たひころも あさたつをのの つゆしけみ しほりもあへす しのふもちすり
たひころも かさなるそての つゆしくれ きのふもほさす けふもかわかす
たひころも きてはそてのみ つゆけきに おもひたたてそ あるへかりける
たひころも きなれのやまは なのみして なほうらかなし あきのゆふくれ
たひころも しくれてとまる ゆふくれに なほくもこゆる あしからのやま
たひころも しをれぬみちは なけれとも なほつゆふかし さやのなかやま
たひころも すそののをはな つゆわけて そてにみたるる つきのかけかな
たひころも たちゆくなみち とほけれは いさしらくもの ほともしられす
たひころも たつあかつきの わかれより しをれしはてや みやきののつゆ
たひころも たつよりそての なみたにて むすふまくらも のへのゆふつゆ
たひころも つまふくかせの さむきよに やとこそなけれ ゐなのささはら
たひころも なみたのいろの しるけれは つゆにもえこそ かこたさりけり
たひころも なれはまさらぬ みちなれは はるはるきても ふみまよひつつ
たひころも はるはるきても へたてぬは みやこにかよふ こころなりけり
たひころも みやこのつきの おくらすは なにかわかれの かたみならまし
たひころも ゆふこえかかる やまのはに ゆくさきみえて いつるつきかけ
たひころも よそにたつひは つらくとも ちきりしなかに こころへたつな
たひならぬ われもころもを かたしきて おもひやれとも いかかとふへき
たひにして ものこひしきに やまもとの あけのそほふね おきにこくみゆ
たひねして つまこひすらし ほとときす かむなひやまに さよふけてなく
たひねする あしのまろやの さむけれは つまきこりつむ ふねいそくなり
たひねする いほりをすくる むらしくれ なこりまてこそ そてはぬれけれ
たひねする このしたつゆの そてにまた しくれふるなり さよのなかやま
たひねする さやのなかやま さよなかに しかもなくなり つまやこひしき
たひねする すまのうらちの さよちとり こゑこそそての なみはかけけれ
たひねする とこのうらかせ さむきよは みやこにかよふ ゆめそすくなき
たひねする ゆめちはたえぬ すまのせき かよふちとりの あかつきのこゑ
たひねする よとこさえつつ あけぬらし とかたそかねの こゑきこゆなり
たひのいは やなきとこにも ねられけり くさのまくらに つゆはおけとも
たひのそら いくゆふくれに まちいてて やまのはかはる つきをみつらむ
たひのよに またたひねして くさまくら ゆめのうちにも ゆめをみるかな
たひひとの あさたつのちや つもるらむ あとこそみえね のへのしらゆき
たひひとの いるののすすき ほにいてて そてのかすそふ あきかせそふく
たひひとの くさのまくらと しらつゆと いつれゆふへに まつむすふらむ
たひひとの ころものせきの はるはると みやこへたてて いくかきぬらむ
たひひとの そてふきかへす あきかせに ゆふひさひしき やまのかけはし
たひひとの とこのやまかせ ゆめたえて まくらにのこる ありあけのつき
たひひとの ともよひかはす こゑすなり なつののくさに みちまとふらし
たひひとの ゆききのをかは なのみして はなにととまる はるのこのもと
たひひとの よこほりふせる やまこえて つきにもいくよ わかれしつらむ
たひひとは さそいそくらむ なるみかた しほひのかたの みちにまかせて
たひひとは またいてやらぬ せきのとに つきそさきたつ ありあけのそら
たひひとも みなもろともに あさたちて こまうちわたす やすのかはきり
たひゆかは そてこそぬるれ もるやまの しつくにのみは おほせさらなむ
たへてなほ すきけるものを さをしかの こゑきかさりし あきのゆふへは
たへてやは おもひありとも いかかせむ むくらのやとの あきのゆふくれ
たまえこく あしかりをふね さしわけて たれをたれとか われはさためむ
たまかけし ころものうらを かへしてそ おろかなりける こころをはしる
たまかしは にはもはひろに なりぬれは こやゆふしてて かみまつるころ
たまかつら いかにねしよの たまくらに つらきちきりの かけはなれけむ
たまかつら かけぬときなく こふれとも いかにかいもに あふときもなき
たまかつら たえぬつらさの としをへて さのみやひとに おもひみたれむ
たまかつら はふきあまたに なりぬれは たえぬこころの うれしけもなし
たまかはの きしのやまふき かけみえて いろなるなみに かはつなくなり
たまかはの なみにをらるる やまふきを われにもゆるせ ゐてのさとひと
たまきはる いのちもしらす わかれぬる ひとをまつへき みこそおいぬれ
たまくしけ あけつるほとの ほとときす たたふたこゑも なきてこしかな
たまくしけ あけまくをしき あたらよを ころもてかれて ひとりかもねむ
たまくしけ かけこにちりも すゑさりし ふたおやなから なきみとをしれ
たまくしけ ふたとせにはや なりにけり あけくれたひの なけきせしまに
たまくしけ みはよそよそに なりぬとも ふたりちきりし ことなわすれそ
たまくしけ みむろのやまも ふゆきぬと あくるそらより ふるしくれかな
たまくらに むすふすすきの はつをはな かはすそてさへ つゆけかりけり
たまくらの うへにみたるる あさねかみ したにとけすと ひとはしらしな
たまくらを かはすはかりの ちきりにも なほとけかたき よはのしたひも
たまさかに あひてわかれし ひとよりも まさりてをしき あきのくれかな
たまさかに あふことよりも たなはたは けふまつるをや めつらしとみる
たまさかに なみのたちよる うらうらは なにのみるめの かひかあるへき
たまさかに ゆきあふさかの せきもりは よをとほさぬそ わひしかりける
たまさかに わかまちえたる つきなれは おほろけならぬ ありあけのかけ
たまささの はわけのつゆの きえぬへく おもふとまては しるひとやなき
たましひは うつつのゆめに あくかれて みしもみえしも おもひわかれす
たましまの このかはかみも しらなみの しらすかすめる ゆふくれのそら
たましまや かはせのなみの おとはして かすみにうかふ はるのつきかけ
たますたれ あくるもしらす ねしものを ゆめにもみしと おもひかけきや
たまたまの こよひひとよは ゆめにして またいくつきひ こひむとすらむ
たまたれの すけるこころと みてしより つらしてふこと かけぬひはなし
たまつさに たたひとふてと むかへとも おもふこころを ととめかねぬる
たまつさの かよふはかりに なくさめて のちのよまての うらみのこすな
たまつさは かけてきつれと かりかねの うはのそらにも みえわたるかな
たまつしま きしうつなみの たちかへり せないてましぬ なこりこひしも
たまつしま ふかきいりえを こくふねの うきたるこひも われはするかな
たまつしま やとかるつきの かけなから よせくるなみの あきのしほかせ
たまつはき はつねのまつを とりそへて きみをそいはふ しつのこやまて
たまとみし つゆさへもろき ならひにて よのさかとこそ むしもなくなれ
たまぬきし あやめのくさは ありなから よとこはあれむ ものとやはみし
たまのゐの こほりのうへに みぬひとや つきをはあきの ものといひけむ
たまのをの たえてみしかき いのちもて としつきなかき こひもするかな
たまのをの たえぬはかりに くるしきは ひくてによらぬ おもひなりけり
たまのをの なかきよまては ちきらしよ ひとのこころも あすしらぬみに
たまのをを かたをによりて ををよわみ みたるるときに こひさらめやも
たまほこの とほみちもこそ ひとはゆけ なとときのまも みぬはこひしき
たまほこの みちあるみよの くらゐやま ふもとにひとり なほまよふかな
たまほこの みちのしはくさ うちなひき ふるきみやこに あきかせそふく
たまほこの みちのゆくての はつをはな わかそてかけて あきかせそふく
たまほこの みちもやとりも しらつゆに かせのふきしく をののしのはら
たまほこの みちゆきふりに おもはさる いもをあひみて こふるころかも
たまほこの もちのゆくての はるかせに たかさとしらぬ うめのかそする
たままつる としのをはりに なりにけり けふにやまたも あはむとすらむ
たまみつを てにむすひても こころみむ ぬるくはいしの なかもたのまし
たまもかる いけのみきはの あやめくさ ひくへきほとに なりにけるかな
たまもかる いちしのあまの ぬれころも ゆふひもさむく あられふるなり
たまもかる いらこのあまも わかことや かわくまなくて そてはぬるらむ
たまもかる かたやいつくそ かすみたつ あさかのうらの はるのあけほの
たまもかる のしまかさきの なつくさに ひともすさへぬ つゆそこほるる
たまもかる ゐてのかはかせ ふきにけり みなわにうかふ やまふきのはな
たまもなほ ひかりそへとて いにしへの あとにそかへす わかのうらなみ
たまやなき にほふともなき えたなれと みとりのいろの なつかしきかな
たまゆらに きのふのゆふへ みしものを けふのあしたは こふへきものか
たまよする うらわのかせに そらはれて ひかりをかはす あきのよのつき
たまらしと あらしのつてに ちるゆきに かすみかねたる まきのひとむら
たみのため よのためいのる かみわさの しけきみくには なほそさかえむ
たみやすく くにゆたかなる みよなれは きみをちとせと たれかいのらぬ
たむけおく つゆのことはの かすかすに かみもあはれや かけてみるらむ
たむけには つつりのそても きるへきに もみちにあける かみやかへさむ
たむけやま ぬさはむかしに なりぬとも なほちりのこれ みねのもみちは
ためしある みはしのみきに うつるより なほそてふれて にほふたちはな
ためしなき ひかりをそふる たまつしま よよにもこえて かみやうくらむ
ためしなき わかみよいかに としたけて かかるみゆきに いてつかへつる
たもとこそ おもひやらるれ たなはたの あけゆくそらの あまのはころも
たもとには にほはさりせは うめのはな ひきかくしても をるへきものを
たもとより はなれてたまを つつまめや これなむそれと うつせみむかし
たよりある かせもやふくと まつしまに よせてひさしき あまのはしふね
たよりにも あらぬおもひを しるへとて こころとまよふ こひのみちかな
たらちねの あとやむかしに あれなまし おとろのみちの はるにあはすは
たらちねの あらはといとと かきくれて なみたにまよふ しきしまのみち
たらちねの ありしそのよに あはれなと おもふはかりも つかへさりけむ
たらちねの ありてみしよは へたつれと わすれぬかけそ つきにこひしき
たらちねの いさめしものを つれつれと なかむるをたに とふひともなし
たらちねの おやのいさめの かすかすに おもひあはせて ねをのみそなく
たらちねの おやのいさめの たえしより はなになかめの はるそへにける
たらちねの おやのみしよの あきならは つきにもそては しほらさらまし
たらちねの かたみはかりの ふちころも ぬくにつけても ぬるるそてかな
たらちねの なからむのちの かなしさを おもひしよりも なほそこひしき
たらちねの むかしのあとと おもはすは まつのあらしや すみうからまし
たらちねは はかなくてこそ やみにしか こはいつことて たちとまるらむ
たらちめや とまりてわれを をしままし かはるにかはる いのちなりせは
