たれかこの かすはさためし われはたた とへとそおもふ やまふきのはな
たれかなほ つらさはまさる あまのすむ さとのしるへを ともにたつねて
たれかはと おもひしはるを おのれのみ うらみはててや かへるかりかね
たれかまた あきかせならて ふるさとの にはのあさちの つゆもはらはむ
たれかまた おなしやまちを たとるらむ こゆれはうつむ あとのしらゆき
たれかまた つゆけきのへの かりねせむ むすひてすつる くさのまくらに
たれかまた なみたのつらら そてさえて しもよのつきに ものおもふらむ
たれかまた まきのいたやに ねさめして しくれのおとに そてぬらすらむ
たれかまた ゆきまをわけて かすかのの くさのはつかに わかなつむらむ
たれかよに なからへてみむ かきとめし あとはきえせぬ かたみなれとも
たれかれと われをなとひそ なかつきの つゆにぬれつつ きみまつわれそ
たれきけと なくかりかねそ わかやとの をはなかすゑを すきかてにして
たれしかも くもゐはるかに とよくにの ゆふやまいつる つきをみるらむ
たれしかも まつのをやまの あふひくさ かつらにちかく ちきりそめけむ
たれすみて あはれしるらむ ときはやま おくのいはやの ありあけのつき
たれそこの みわのひはらも しらなくに こころのすきの われをたつぬる
たれとかも つもれるあきを かたらまし ひとりのきはの つきをなかめて
たれとてか あれたるやとと いひなから つきよりほかの ひとをいるへき
たれとなき やとのゆふへを ちきりにて かはるあるしを いくよとふらむ
たれとなく かかるおほみに ふかからむ いろをときはに いかかたのまむ
たれとなく しのふむかしの かたみにも ふるののさはに わかなをそつむ
たれとなく よせてはかへる なみまくら うきたるふねの あともとまらて
たれにかと いけのこころも おもふらむ そこにやとれる まつのちとせを
たれにかは あふさかやまの なのみして わかみにこえぬ せきとなるらむ
たれにかは みはならはしと かこたまし わかたまくらの よはのあきかせ
たれにかも けふをさかりと つけやらむ ひとりみまうき やまさくらかな
たれにかも むかしをとはむ ふるさとの のきはのうめも はるをこそしれ
たれにとか いけのこころも おもふらむ そこにやとれる まつのちとせは
たれにまた ちよにひとよの よかれして さすかにわれを おもひいつらむ
たれにまた とははこたへむ わかやまの のりのなかれの ふかきこころを
たれみよと なほにほふらむ さくらはな ちるををしみし ひともなきよに
たれもけに うきよのゆめと しりなから おとろかてのみ すくるはかなさ
たれもみな あたらいろかを なかむらし きのふもおなし はなとりのはる
たれもみな おなしよにこそ ふるゆきの われひとりやは みちなかるへき
たれもみな けふのみゆきに さそはれて きえにしあとを とふひとそなき
たれもみな とまるへきには あらねとも おくるるほとは なほそかなしき
たれもみな はなにかへさや わするらむ けふはやまちに あふひともなし
たれもみな はなのみやこに ちりはてて ひとりしくるる あきのやまさと
